time,event,p1,p2
15.104172729354051,6,172,12.0
15.120041360317117,10,81,
15.125094779353153,3,153,194.0
15.128257737190717,3,121,68.0
15.138766356401783,6,114,78.0
15.165231393812558,6,114,7.0
15.187397126714533,3,63,99.0
15.190301854538452,1,183,96.0
15.205810086285865,9,163,
15.253784977415906,3,181,50.0
15.255932560659708,3,166,28.0
15.2912631074516,3,150,156.0
15.300546872647045,1,140,39.0
15.31460674207601,7,107,176.0
15.317752573587853,1,83,188.0
15.322073189030153,7,71,188.0
15.358008647689624,10,135,
15.36092717826784,3,184,45.0
15.36321199246824,2,100,
15.367653641170447,3,95,187.0
15.385851313615024,10,176,
15.398280773629903,1,60,96.0
